Column 0;Column 1;Column 2;Column 3;Column 4;Column 5;Column 6;Column 7;Column 8;versione
5742872;2IL;5742872;TRG;A303;2;4; - ;;117
5742872;2LE;5742872;TRG;A212;3;3; - ;;117
5742872;1IL;5742872;TRG;L044;3;4; - ;;117
5742872;2IL;5742872;TRG;L043;3;5; - ;;117
5742872;1LE;5742872;TRG;L044;3;6; - ;;117
5742872;1HL;5742872;TRG;L044;4;1; - ;;117
5742872;1HL;5742872;TRG;L044;4;1; - ;;117
5742872;2HL;5742872;TRG;L043;5;2; - ;;117
5742872;2HL;5742872;TRG;L043;5;2; - ;;117
5742872;1LE;5742872;TRG;L044;5;3; - ;;117
5742872;1LE;5742872;TRG;L044;5;3; - ;;117
5742872;2IL;5742872;TRG;L043;5;4; - ;;117
5742872;1HL;5742872;TRG;L044;5;5; - ;;117
5742872;2LE;5742872;TRG;L043;5;6; - ;;117
5742872;2LE;5742872;TRG;L043;5;6; - ;;117
3891145;4AI;3891145;INI;L146;1;3; - ;;117
3891145;5CI;3891145;SRI;L141;1;4; - ;;117
3891145;3EI;3891145;TPI;L247;1;5; - ;;117
3891145;4GI;3891145;SRI;L247;2;2; - ;;117
3891145;4GI;3891145;TPI;L247;2;3; - ;;117
3891145;4EI;3891145;INI;L246;2;5; - ;;117
3891145;4EI;3891145;INI;L246;2;6; - ;;117
3891145;4GI;3891145;TPI;L247;3;1; - ;;117
3891145;5CI;3891145;GPI;L141;3;2; - ;;117
3891145;5CI;3891145;GPI;L141;3;3; - ;;117
3891145;5CI;3891145;SRI;L141;3;4; - ;;117
3891145;4GI;3891145;SRI;L247;4;1; - ;;117
3891145;3EI;3891145;INI;L247;4;2; - ;;117
3891145;4EI;3891145;INI;L246;4;3; - ;;117
3891145;4AI;3891145;INI;L146;5;1; - ;;117
3891145;4AI;3891145;INI;L146;5;2; - ;;117
3891145;3EI;3891145;INI;L247;5;4; - ;;117
3891145;3EI;3891145;INI;L247;5;5; - ;;117
5733083;2RI;5733083;CHI;A301;1;5; - ;;117
5733083;1RI;5733083;CHI;A305;1;6; - ;;117
5733083;1RI;5733083;CHI;A305;2;4; - ;;117
5733083;;5733083;D1;;2;5; - ;;117
5733083;2QL;5733083;CHI;A318;2;6; - ;;117
5733083;1NE;5733083;CHI;L015;3;2; - ;;117
5733083;1RI;5733083;CHI;L015;3;3; - ;;117
5733083;2QL;5733083;CHI;L019;3;4; - ;;117
5733083;2SE;5733083;CHI;L019;3;5; - ;;117
5733083;2SE;5733083;CHI;A323;4;1; - ;;117
5733083;1CI;5733083;SUPPLENZA PROVV. D;A208;4;2; - ;;117
5733083;2RI;5733083;CHI;A301;4;3; - ;;117
5733083;;5733083;D1;;4;5; - ;;117
5733083;1NE;5733083;CHI;A308;4;6; - ;;117
5733083;2RI;5733083;CHI;L019;5;1; - ;;117
5733083;2SE;5733083;CHI;A323;5;2; - ;;117
5733083;2QL;5733083;CHI;A318;5;4; - ;;117
5733083;1RI;5733083;CHI;A305;5;5; - ;;117
3103916;2SE;3103916;STO;A323;1;3; - ;;117
3103916;2SE;3103916;STO;A323;1;4; - ;;117
3103916;3AI;3103916;LIT;A122;1;5; - ;;117
3103916;5AI;3103916;LIT;A206;1;6; - ;;117
3103916;2SE;3103916;STO;A323;2;1; - ;;117
3103916;5AI;3103916;LIT;A206;2;2; - ;;117
3103916;5AI;3103916;LIT;A206;2;3; - ;;117
3103916;3AI;3103916;STO;A122;2;5; - ;;117
3103916;3AI;3103916;LIT;A122;2;6; - ;;117
3103916;5AI;3103916;STO;A206;3;1; - ;;117
3103916;3AI;3103916;STO;A122;3;3; - ;;117
3103916;2SE;3103916;STO;A323;3;4; - ;;117
3103916;3AI;3103916;LIT;A122;4;2; - ;;117
3103916;5AI;3103916;STO;A206;4;3; - ;;117
311921;2FL;311921;TRG;L043;1;1; - ;;117
311921;2FL;311921;TRG;L043;1;1; - ;;117
311921;1ME;311921;TRG;A309;1;4; - ;;117
311921;1FL;311921;TRG;A217;1;5; - ;;117
311921;2ME;311921;TRG;L043;1;6; - ;;117
311921;1ME;311921;TRG;L044;2;4; - ;;117
311921;2FL;311921;TRG;L043;2;5; - ;;117
311921;2GL;311921;TRG;A214;2;6; - ;;117
311921;2GL;311921;TRG;L043;3;3; - ;;117
311921;2ME;311921;TRG;A312;3;4; - ;;117
311921;1FL;311921;TRG;L044;3;5; - ;;117
311921;2FL;311921;TRG;A215;3;6; - ;;117
311921;2GL;311921;TRG;L043;4;2; - ;;117
311921;2GL;311921;TRG;L043;4;2; - ;;117
311921;1ME;311921;TRG;L044;4;3; - ;;117
311921;1ME;311921;TRG;L044;4;3; - ;;117
311921;2FL;311921;TRG;A215;4;4; - ;;117
311921;1GL;311921;TRG;L044;4;5; - ;;117
311921;1GL;311921;TRG;L044;4;5; - ;;117
311921;1FL;311921;TRG;L044;4;6; - ;;117
311921;1FL;311921;TRG;L044;4;6; - ;;117
311921;2ME;311921;TRG;L043;5;5; - ;;117
311921;2ME;311921;TRG;L043;5;5; - ;;117
311921;1GL;311921;TRG;L044;5;6; - ;;117
3883776;4AE;3883776;LIT;A214;1;4; - ;;117
3883776;5AE;3883776;LIT;A121;1;5; - ;;117
3883776;5AE;3883776;LIT;A121;1;6; - ;;117
3883776;5AE;3883776;LIT;A263;2;1; - ;;117
3883776;3AE;3883776;LIT;A322;2;2; - ;;117
3883776;3AE;3883776;LIT;A322;2;3; - ;;117
3883776;4AE;3883776;STO;A206;2;5; - ;;117
3883776;4AE;3883776;LIT;A206;2;6; - ;;117
3883776;5AE;3883776;STO;A207;3;1; - ;;117
3883776;3AE;3883776;STO;A322;3;2; - ;;117
3883776;4AE;3883776;STO;A203;3;4; - ;;117
3883776;4AE;3883776;LIT;A263;4;1; - ;;117
3883776;5AE;3883776;LIT;A219;4;2; - ;;117
3883776;3AE;3883776;STO;A322;4;3; - ;;117
3883776;3AE;3883776;LIT;A322;4;4; - ;;117
3883776;3AE;3883776;LIT;A322;5;4; - ;;117
3883776;4AE;3883776;LIT;A264;5;5; - ;;117
3883776;5AE;3883776;STO;A312;5;6; - ;;117
312091;1CI;312091;CHI;A208;2;2; - ;;117
312091;2CI;312091;CHI;A201;2;3; - ;;117
312091;2PE;312091;CHI;L019;2;4; - ;;117
312091;2DI;312091;CHI;A110;2;5; - ;;117
312091;1DI;312091;CHI;A109;3;4; - ;;117
312091;2DI;312091;CHI;L019;4;1; - ;;117
312091;2CI;312091;CHI;L019;4;3; - ;;117
312091;1DI;312091;CHI;L015;4;4; - ;;117
312091;2PE;312091;CHI;A316;4;5; - ;;117
312091;1CI;312091;CHI;L015;4;6; - ;;117
312091;1CI;312091;CHI;A208;5;1; - ;;117
312091;1DI;312091;CHI;A109;5;2; - ;;117
312091;2PE;312091;CHI;A316;5;3; - ;;117
312091;2DI;312091;CHI;A110;5;5; - ;;117
312091;2CI;312091;CHI;A201;5;6; - ;;117
312039;3FI;312039;INI;L145;1;5; - ;;117
312039;4DI;312039;INI;L146;1;6; - ;;117
312039;4DI;312039;INI;A164;2;1; - ;;117
312039;3FI;312039;INI;A203;2;2; - ;;117
312039;3FI;312039;INI;A203;2;3; - ;;117
312039;3AT;312039;INI;L143;3;2; - ;;117
312039;4DI;312039;INI;L146;3;3; - ;;117
312039;3FI;312039;INI;L145;3;5; - ;;117
312039;3FI;312039;INI;L145;3;6; - ;;117
312039;4DI;312039;INI;A164;4;1; - ;;117
312039;4DI;312039;INI;L146;4;2; - ;;117
312039;4AT;312039;INI;L145;4;3; - ;;117
312039;3AT;312039;INI;L143;4;4; - ;;117
312039;4AT;312039;INI;L145;5;1; - ;;117
312039;4DI;312039;INI;A164;5;2; - ;;117
312039;3FI;312039;INI;A203;5;4; - ;;117
312039;4DI;312039;INI;A164;5;5; - ;;117
312039;3AT;312039;INI;A205;5;6; - ;;117
4444637;4AC;4444637;ELC;A263;1;1; - ;;117
4444637;;4444637;D1;;1;2; - ;;117
4444637;4BE;4444637;SAE;L346;1;3; - ;;117
4444637;5BE;4444637;SAE;L346;1;5; - ;;117
4444637;3AC;4444637;ELC;L347;1;6; - ;;117
4444637;5BE;4444637;SAE;L346;2;1; - ;;117
4444637;3AC;4444637;ELC;A262;2;2; - ;;117
4444637;4AC;4444637;ELC;L347;2;3; - ;;117
4444637;4BE;4444637;SAE;L346;2;5; - ;;117
4444637;4BE;4444637;SAE;A203;2;6; - ;;117
4444637;3AC;4444637;ELC;L347;3;1; - ;;117
4444637;4AC;4444637;ELC;L347;4;1; - ;;117
4444637;5BE;4444637;SAE;A243;4;2; - ;;117
4444637;5BE;4444637;SAE;A243;4;3; - ;;117
4444637;4BE;4444637;SAE;A241;4;4; - ;;117
4444637;1SE;4444637;SUPPLENZA PROVV. D;A321;5;4; - ;;117
4444637;4BE;4444637;SAE;L346;5;5; - ;;117
4444637;5BE;4444637;SAE;L346;5;6; - ;;117
3103912;4AT;3103912;ING;A061;1;6; - ;;117
3103912;5AC;3103912;ING;A264;2;1; - ;;117
3103912;4AT;3103912;ING;A061;2;2; - ;;117
3103912;3AC;3103912;ING;A262;2;4; - ;;117
3103912;;3103912;D1;;2;5; - ;;117
3103912;2FL;3103912;ING;A215;2;6; - ;;117
3103912;2FL;3103912;ING;A215;3;1; - ;;117
3103912;5AC;3103912;ING;A264;3;3; - ;;117
3103912;3AC;3103912;ING;A262;3;4; - ;;117
3103912;4AC;3103912;ING;A263;3;5; - ;;117
3103912;4AT;3103912;ING;A061;3;6; - ;;117
3103912;2FL;3103912;ING;A215;4;3; - ;;117
3103912;5AC;3103912;ING;A264;4;4; - ;;117
3103912;2CI;3103912;SUPPLENZA PROVV. D;A201;4;5; - ;;117
3103912;2QL;3103912;SUPPLENZA PROVV. D;A318;4;6; - ;;117
3103912;2FL;3103912;ING;A215;5;1; - ;;117
3103912;4AC;3103912;ING;A263;5;2; - ;;117
3103912;3AC;3103912;ING;A262;5;3; - ;;117
5748005;1QL;5748005;SUPPLENZA PROVV. D;A319;3;1; - ;;117
5748005;1IL;5748005;CHI;A307;3;2; - ;;117
5748005;;5748005;D1;;3;3; - ;;117
5748005;1PE;5748005;SUPPLENZA PROVV. D;A314;3;4; - ;;117
5748005;;5748005;D1;;3;5; - ;;117
5748005;1IL;5748005;CHI;A307;5;3; - ;;117
5748005;;5748005;D1;;5;4; - ;;117
5748005;;5748005;D1;;5;5; - ;;117
5748005;1IL;5748005;CHI;L015;5;6; - ;;117
5748005;1IL;5748005;CHI;L015;5;6; - ;;117
312098;2IL;312098;SCT;A303;1;1; - ;;117
312098;2GL;312098;SCT;A214;2;1; - ;;117
312098;2ME;312098;SCT;A312;2;2; - ;;117
312098;2LE;312098;SCT;A212;2;3; - ;;117
312098;1IL;312098;SCT;A307;2;4; - ;;117
312098;1HL;312098;SCT;A207;2;6; - ;;117
312098;2GL;312098;SCT;A214;3;2; - ;;117
312098;2ME;312098;SCT;A312;3;3; - ;;117
312098;1GL;312098;SCT;A216;3;4; - ;;117
312098;1GL;312098;SCT;A216;4;1; - ;;117
312098;2LE;312098;SCT;A212;4;3; - ;;117
312098;1HL;312098;SCT;A207;4;4; - ;;117
312098;2HL;312098;SCT;A209;4;5; - ;;117
312098;1HL;312098;SCT;A207;5;2; - ;;117
312098;2IL;312098;SCT;A303;5;3; - ;;117
312098;1IL;312098;SCT;A307;5;4; - ;;117
312098;2HL;312098;SCT;A209;5;5; - ;;117
312098;1LE;312098;SCT;A210;5;6; - ;;117
3103918;4FI;3103918;INI;A162;2;4; - ;;117
3103918;4FI;3103918;INI;A162;2;5; - ;;117
3103918;5DI;3103918;INI;L141;2;6; - ;;117
3103918;4FI;3103918;INI;L247;3;2; - ;;117
3103918;5DI;3103918;INI;A307;3;3; - ;;117
3103918;5DI;3103918;INI;L141;4;4; - ;;117
3103918;5DI;3103918;INI;A203;4;5; - ;;117
3103918;4FI;3103918;INI;L247;4;6; - ;;117
3103918;4FI;3103918;INI;L247;5;2; - ;;117
3103918;4FI;3103918;INI;A162;5;3; - ;;117
3103918;5DI;3103918;INI;A303;5;5; - ;;117
3103918;5DI;3103918;INI;L141;5;6; - ;;117
4408141;1AI;4408141;STO;A105;1;1; - ;;117
4408141;1AI;4408141;LIT;A105;1;2; - ;;117
4408141;4AC;4408141;LIT;A263;1;3; - ;;117
4408141;3AC;4408141;LIT;A262;1;4; - ;;117
4408141;3AC;4408141;LIT;A262;1;5; - ;;117
4408141;4AC;4408141;STO;A263;2;2; - ;;117
4408141;3AC;4408141;STO;A262;2;3; - ;;117
4408141;1AI;4408141;LIT;A105;3;1; - ;;117
4408141;1AI;4408141;STO;A105;3;2; - ;;117
4408141;4AC;4408141;STO;A263;3;3; - ;;117
4408141;4AC;4408141;LIT;A263;3;4; - ;;117
4408141;3AC;4408141;STO;A262;3;6; - ;;117
4408141;3AC;4408141;LIT;A262;4;4; - ;;117
4408141;4AC;4408141;LIT;A263;4;5; - ;;117
4408141;4AC;4408141;LIT;A263;5;1; - ;;117
4408141;1AI;4408141;LIT;A105;5;2; - ;;117
4408141;1AI;4408141;LIT;A105;5;3; - ;;117
4408141;3AC;4408141;LIT;A262;5;5; - ;;117
5644854;;5644854;D1;;1;5; - ;;117
5644854;1GL;5644854;ING;A216;1;6; - ;;117
5644854;4BE;5644854;ING;A203;2;1; - ;;117
5644854;5BE;5644854;ING;A310;2;2; - ;;117
5644854;3BE;5644854;ING;A320;2;3; - ;;117
5644854;3BE;5644854;ING;A320;3;1; - ;;117
5644854;;5644854;D1;;3;2; - ;;117
5644854;;5644854;D1;;3;3; - ;;117
5644854;5BE;5644854;ING;A110;4;1; - ;;117
5644854;1GL;5644854;ING;A216;4;2; - ;;117
5644854;;5644854;D1;;4;3; - ;;117
5644854;3BE;5644854;ING;A320;4;5; - ;;117
5644854;4BE;5644854;ING;A263;4;6; - ;;117
5644854;1DI;5644854;SUPPLENZA PROVV. D;A109;5;1; - ;;117
5644854;1GL;5644854;ING;A216;5;2; - ;;117
5644854;4BE;5644854;ING;A220;5;3; - ;;117
5644854;5BE;5644854;ING;A218;5;4; - ;;117
5644854;;5644854;D1;;5;5; - ;;117
312102;3FI;312102;INI;L145;1;5; - ;;117
312102;3CI;312102;SRI;L142;1;6; - ;;117
312102;4CI;312102;SRI;L141;2;4; - ;;117
312102;3CI;312102;SRI;L142;2;5; - ;;117
312102;4CI;312102;TPI;L141;3;1; - ;;117
312102;3AT;312102;INI;L143;3;2; - ;;117
312102;;312102;D1;;3;3; - ;;117
312102;3FI;312102;INI;L145;3;5; - ;;117
312102;3FI;312102;INI;L145;3;6; - ;;117
312102;4CI;312102;SRI;L141;4;1; - ;;117
312102;4CI;312102;TPI;L141;4;2; - ;;117
312102;4AT;312102;INI;L145;4;3; - ;;117
312102;3AT;312102;INI;L143;4;4; - ;;117
312102;3FI;312102;SRI;L143;4;6; - ;;117
312102;4AT;312102;INI;L145;5;1; - ;;117
312102;3FI;312102;TPI;L143;5;2; - ;;117
312102;3FI;312102;SRI;L143;5;3; - ;;117
312102;3CI;312102;TPI;L146;5;4; - ;;117
311945;1GL;311945;FIS;L008;1;1; - ;;117
311945;2GL;311945;FIS;L006;1;2; - ;;117
311945;2AI;311945;FIS;L006;1;3; - ;;117
311945;;311945;D1;;1;5; - ;;117
311945;1OE;311945;FIS;L008;1;6; - ;;117
311945;;311945;D1;;2;3; - ;;117
311945;;311945;D1;;2;4; - ;;117
311945;2LE;311945;FIS;L006;2;5; - ;;117
311945;1HL;311945;FIS;L008;3;2; - ;;117
311945;1CI;311945;SUPPLENZA PROVV. D;A208;3;3; - ;;117
311945;;311945;D1;;3;4; - ;;117
311945;2OE;311945;FIS;L006;4;2; - ;;117
311945;2HL;311945;FIS;L006;4;3; - ;;117
311945;;311945;D1;;4;4; - ;;117
311945;1LE;311945;FIS;L008;4;5; - ;;117
311945;1AI;311945;FIS;L008;4;6; - ;;117
311945;;311945;D1;;5;5; - ;;117
311945;3AC;311945;SUPPLENZA PROVV. D;A262;5;6; - ;;117
312021;;312021;D1;;1;4; - ;;117
312021;;312021;D1;;1;5; - ;;117
312021;;312021;D1;;1;6; - ;;117
312021;2DI;312021;SUPPLENZA PROVV. D;A110;2;1; - ;;117
312021;;312021;D1;;2;2; - ;;117
312021;;312021;D1;;2;3; - ;;117
312021;1FL;312021;TIN;L242;2;4; - ;;117
312021;1FL;312021;TIN;L242;3;4; - ;;117
312021;;312021;D1;;3;5; - ;;117
312021;1GL;312021;TIN;L242;3;6; - ;;117
312021;1GL;312021;TIN;L242;4;3; - ;;117
312021;;312021;D1;;4;4; - ;;117
312021;;312021;D1;;4;5; - ;;117
312021;;312021;D1;;4;6; - ;;117
312021;1GL;312021;TIN;A216;5;1; - ;;117
312021;1FL;312021;TIN;A217;5;2; - ;;117
312021;;312021;D1;;5;3; - ;;117
312021;;312021;D1;;5;4; - ;;117
312052;3AI;312052;TPI;L142;1;2; - ;;117
312052;5AI;312052;TPI;L145;1;3; - ;;117
312052;4AI;312052;TPI;L146;1;4; - ;;117
312052;;312052;D1;;1;5; - ;;117
312052;;312052;D1;;2;3; - ;;117
312052;5AI;312052;INI;L145;2;4; - ;;117
312052;;312052;D1;;3;4; - ;;117
312052;3AI;312052;INI;L142;3;5; - ;;117
312052;;312052;D1;;3;6; - ;;117
312052;5AI;312052;TPI;L145;4;1; - ;;117
312052;5AI;312052;TPI;L145;4;2; - ;;117
312052;3AI;312052;INI;L142;4;3; - ;;117
312052;3AI;312052;INI;L142;4;4; - ;;117
312052;;312052;D1;;4;6; - ;;117
312052;4AI;312052;TPI;L146;5;3; - ;;117
312052;;312052;D1;;5;4; - ;;117
312052;5AI;312052;INI;L145;5;5; - ;;117
312052;5AI;312052;INI;L145;5;6; - ;;117
312049;3BE;312049;SAE;L346;1;1; - ;;117
312049;3BE;312049;SAE;A320;1;2; - ;;117
312049;3AE;312049;SAE;A322;1;3; - ;;117
312049;5AE;312049;SAE;A263;2;4; - ;;117
312049;3BE;312049;SAE;A320;2;5; - ;;117
312049;3AE;312049;SAE;A322;2;6; - ;;117
312049;4AE;312049;SAE;L346;3;2; - ;;117
312049;5AE;312049;SAE;L346;3;3; - ;;117
312049;5AE;312049;SAE;L346;3;4; - ;;117
312049;3AE;312049;SAE;L346;3;6; - ;;117
312049;3AE;312049;SAE;L346;4;1; - ;;117
312049;3BE;312049;SAE;L346;4;3; - ;;117
312049;4AE;312049;SAE;L346;4;4; - ;;117
312049;4AE;312049;SAE;A264;4;5; - ;;117
312049;5AE;312049;SAE;L346;4;6; - ;;117
312049;4AE;312049;SAE;A061;5;1; - ;;117
312049;4AE;312049;SAE;L346;5;2; - ;;117
312049;5AE;312049;SAE;A210;5;3; - ;;117
2765198;1NE;2765198;TRG;L044;1;1; - ;;117
2765198;;2765198;D1;;1;2; - ;;117
2765198;2NE;2765198;TRG;L043;1;3; - ;;117
2765198;2HL;2765198;TRG;L043;1;4; - ;;117
2765198;1CI;2765198;TRG;L046;2;1; - ;;117
2765198;;2765198;D1;;2;2; - ;;117
2765198;2GL;2765198;TRG;L043;3;3; - ;;117
2765198;1IL;2765198;TRG;L044;3;4; - ;;117
2765198;2IL;2765198;TRG;L043;3;5; - ;;117
2765198;1LE;2765198;TRG;L044;3;6; - ;;117
2765198;1AI;2765198;TRG;L046;4;4; - ;;117
2765198;;2765198;D1;;4;5; - ;;117
2765198;2AI;2765198;TRG;L043;4;6; - ;;117
2765198;2CI;2765198;TRG;L046;5;1; - ;;117
2765198;;2765198;D1;;5;3; - ;;117
2765198;2IL;2765198;TRG;L043;5;4; - ;;117
2765198;1HL;2765198;TRG;L044;5;5; - ;;117
2765198;1GL;2765198;TRG;L044;5;6; - ;;117
3579648;2QL;3579648;ING;A318;1;1; - ;;117
3579648;2QL;3579648;ING;A318;2;1; - ;;117
3579648;1RI;3579648;ING;A305;2;2; - ;;117
3579648;5BL;3579648;ING;A064;2;3; - ;;117
3579648;1RI;3579648;ING;A305;3;1; - ;;117
3579648;1QL;3579648;ING;A319;3;2; - ;;117
3579648;3AT;3579648;ING;A205;3;3; - ;;117
3579648;3FI;3579648;ING;A205;3;3; - ;;117
3579648;2QL;3579648;ING;A318;3;5; - ;;117
3579648;5AT;3579648;ING;A062;3;6; - ;;117
3579648;2QL;3579648;ING;A318;4;3; - ;;117
3579648;1RI;3579648;ING;A305;4;4; - ;;117
3579648;1QL;3579648;ING;A319;4;5; - ;;117
3579648;1QL;3579648;ING;A319;4;6; - ;;117
3579648;2QL;3579648;ING;A318;5;1; - ;;117
3579648;5AT;3579648;ING;A062;5;3; - ;;117
3579648;1RI;3579648;ING;A305;5;4; - ;;117
3579648;3AT;3579648;ING;A205;5;5; - ;;117
3579648;3FI;3579648;ING;A205;5;5; - ;;117
3579648;1QL;3579648;ING;A319;5;6; - ;;117
2394686;3AC;2394686;MMC;L048;1;1; - ;;117
2394686;5AC;2394686;MMC;L048;2;2; - ;;117
2394686;5AC;2394686;SCM;L046;2;3; - ;;117
2394686;4AC;2394686;MMC;L048;2;4; - ;;117
2394686;3AC;2394686;SCM;L046;2;5; - ;;117
2394686;4AC;2394686;SCM;L048;2;6; - ;;117
2394686;5AC;2394686;MMC;L048;3;2; - ;;117
2394686;3AC;2394686;SCM;L046;3;5; - ;;117
2394686;5AC;2394686;SCM;L046;3;6; - ;;117
2394686;3AC;2394686;SCM;L048;4;3; - ;;117
2394686;4AC;2394686;MMC;L048;4;4; - ;;117
2394686;5AC;2394686;SCM;L046;4;5; - ;;117
2394686;5AC;2394686;SCM;L048;4;6; - ;;117
2394686;5AC;2394686;MMC;L048;5;1; - ;;117
2394686;3AC;2394686;MMC;L048;5;2; - ;;117
2394686;4AC;2394686;SCM;L046;5;3; - ;;117
2394686;4AC;2394686;SCM;L046;5;4; - ;;117
2394686;5AC;2394686;SCM;L046;5;5; - ;;117
312019;5BE;312019;TPE;A262;1;1; - ;;117
312019;5BE;312019;TPE;L347;1;2; - ;;117
312019;3BE;312019;TPE;A320;1;3; - ;;117
312019;5AC;312019;ELC;A264;1;4; - ;;117
312019;4BE;312019;TPE;A262;1;6; - ;;117
312019;3BE;312019;TPE;A320;2;1; - ;;117
312019;4BE;312019;TPE;L346;2;2; - ;;117
312019;4BE;312019;TPE;L346;2;3; - ;;117
312019;4BE;312019;TPE;A305;3;3; - ;;117
312019;5BE;312019;TPE;L347;3;4; - ;;117
312019;5BE;312019;TPE;L347;3;5; - ;;117
312019;3BE;312019;TPE;L347;3;6; - ;;117
312019;5AC;312019;ELC;L347;4;2; - ;;117
312019;5BE;312019;TPE;L347;4;4; - ;;117
312019;4BE;312019;TPE;L346;4;5; - ;;117
312019;3BE;312019;TPE;L347;4;6; - ;;117
312019;5BE;312019;TPE;A218;5;1; - ;;117
312019;5AC;312019;ELC;L347;5;2; - ;;117
312019;3BE;312019;TPE;L347;5;3; - ;;117
2760631;4AI;2760631;INI;A163;1;2; - ;;117
2760631;4AI;2760631;INI;L146;1;3; - ;;117
2760631;5AI;2760631;INI;A206;1;5; - ;;117
2760631;3AI;2760631;INI;A122;1;6; - ;;117
2760631;5AI;2760631;INI;L145;2;4; - ;;117
2760631;4AI;2760631;INI;A163;2;5; - ;;117
2760631;4AI;2760631;INI;A163;2;6; - ;;117
2760631;5AI;2760631;INI;A206;3;4; - ;;117
2760631;3AI;2760631;INI;L142;3;5; - ;;117
